account_id,shipments,revenue,leakage,cost,margin,margin_pct,leak_pct_of_rev,segment,category,primary_service,negotiated_discount,contract_age_months,density_in3_per_lb,price_elasticity,risk_score,priority_tier,lever_a_dim_correction_recovery,recommended_price_increase_pct,expected_volume_change_pct,lever_b_net_revenue_gain,total_recommended_recovery
A100216,68,466.8,21.12,266.88,199.92,0.42827763496143956,0.04524421593830334,SME,Apparel/Soft Goods,Ground Economy,0.477537664943554,9,178.12958552715585,-0.52914749053091,0.2894,Tier 1 - Act Now,21.12,2.83,-1.5,6.03,27.150000000000002
A100870,69,1165.92,26.94,333.37,832.55,0.7140712913407437,0.023106216550020584,Mid-Market,Electronics,Ground,0.2163377100835399,5,120.53027637992616,-0.3726002502146645,0.0368,Tier 3 - Healthy,26.94,0.0,0.0,0.0,26.94
A100345,64,837.89,26.84,269.84,568.05,0.6779529532516201,0.03203284440678371,Mid-Market,Apparel/Soft Goods,Express,0.187863592835473,27,174.72407418394312,-0.4376145388883268,0.0686,Tier 3 - Healthy,26.84,0.0,0.0,0.0,26.84
A100023,66,997.66,26.54,313.17,684.49,0.6860954633843194,0.026602249263276066,Mid-Market,Electronics,Ground,0.2852617166401468,25,125.90373914119648,-0.3814689010406145,0.0535,Tier 3 - Healthy,26.54,0.0,0.0,0.0,26.54
A100467,69,836.49,26.43,321.82,514.67,0.6152733445707659,0.031596313165728224,Enterprise,Apparel/Soft Goods,Ground,0.3958353032644066,33,226.03657959580616,-0.1808472167196456,0.1181,Tier 3 - Healthy,26.43,0.0,0.0,0.0,26.43
A100241,79,668.06,26.18,302.36,365.7,0.5474059216238063,0.039188096877525974,Mid-Market,Health/Beauty,Ground,0.350558019190248,21,180.8989309054604,-0.3897607270022325,0.1844,Tier 2 - Monitor,26.18,0.0,0.0,0.0,26.18
A100733,62,516.01,26.029999999999998,217.76,298.25,0.5779926745605706,0.05044475882250343,SME,Health/Beauty,Ground Economy,0.1722792036538968,41,167.95748956763984,-0.4936462624052566,0.1779,Tier 2 - Monitor,26.029999999999998,0.0,0.0,0.0,26.029999999999998
A100537,81,1061.71,26.009999999999998,392.76,668.95,0.6300684744421735,0.024498215143494925,SME,Electronics,Ground Economy,0.4063087518045355,28,137.47693774912895,-0.6005184559081223,0.0949,Tier 3 - Healthy,26.009999999999998,0.0,0.0,0.0,26.009999999999998
A100221,60,732.56,25.92,241.4,491.16,0.6704706781697063,0.03538276728186088,SME,Apparel/Soft Goods,Ground Economy,0.1731360569684708,24,179.4160477000325,-0.4775851245938924,0.0799,Tier 3 - Healthy,25.92,0.0,0.0,0.0,25.92
A100400,66,627.29,25.89,257.69,369.6,0.5892011669243891,0.041272776546732774,SME,Apparel/Soft Goods,Ground Economy,0.3128001407560211,23,159.93835253469362,-0.7129658072222559,0.1543,Tier 3 - Healthy,25.89,0.0,0.0,0.0,25.89
A100629,66,709.66,25.87,271.07,438.59000000000003,0.618028351604994,0.036454076600062,Mid-Market,Apparel/Soft Goods,Ground,0.2886957714073794,27,166.90101731377996,-0.3897534922162824,0.1236,Tier 3 - Healthy,25.87,0.0,0.0,0.0,25.87
A100305,58,611.8199999999999,25.54,237.84,373.98,0.6112582131999609,0.041744303880226215,SME,Apparel/Soft Goods,Ground,0.3067898787186874,21,194.48912035112903,-0.4611287003558325,0.1374,Tier 3 - Healthy,25.54,0.0,0.0,0.0,25.54
A100206,54,845.42,25.54,250.68,594.74,0.7034846585129285,0.03020983653095503,SME,Apparel/Soft Goods,Ground,0.2154737218601526,36,224.5278236620468,-0.6576403652352755,0.0481,Tier 3 - Healthy,25.54,0.0,0.0,0.0,25.54
A100140,64,699.08,25.52,252.96,446.12,0.6381530010871431,0.03650512101619271,SME,Apparel/Soft Goods,Ground Economy,0.2189131082143682,33,182.27081421566064,-0.6228815043624737,0.1076,Tier 3 - Healthy,25.52,0.0,0.0,0.0,25.52
A100818,75,597.33,25.419999999999998,264.66,332.67,0.5569283310732761,0.042556041049336205,Mid-Market,Health/Beauty,Ground,0.225684007563061,32,161.32357126830215,-0.3573692444240127,0.1822,Tier 2 - Monitor,25.419999999999998,0.0,0.0,0.0,25.419999999999998
A100289,72,705.76,25.4,268.57,437.19,0.6194598730446611,0.03598957152573112,SME,Health/Beauty,Ground,0.1849578581944614,14,169.18082012465186,-0.6338466642096077,0.1217,Tier 3 - Healthy,25.4,0.0,0.0,0.0,25.4
A100873,75,3202.14,24.619999999999997,665.5,2536.64,0.7921702361545716,0.007688608243237334,SME,Industrial/B2B,Ground,0.2574375893598604,33,123.00147193074896,-0.6421612294451227,0.0122,Tier 3 - Healthy,24.619999999999997,0.0,0.0,0.0,24.619999999999997
A100082,56,338.39,17.12,203.32,135.07,0.39915482135996927,0.05059251159904253,Mid-Market,Health/Beauty,Ground,0.4489929698618241,17,166.80042499697845,-0.4157148542180872,0.3212,Tier 1 - Act Now,17.12,3.61,-1.5,6.95,24.07
A100067,79,796.13,23.97,327.53,468.6,0.5885973396304623,0.030108148166756683,SME,Apparel/Soft Goods,Ground Economy,0.3600309908309673,7,203.7528707331519,-0.6642674192315129,0.137,Tier 3 - Healthy,23.97,0.0,0.0,0.0,23.97
A100481,65,740.98,23.86,279.3,461.68,0.6230667494399309,0.032200599206456314,SME,Apparel/Soft Goods,Ground Economy,0.3533549011636205,15,224.42790220332935,-0.508615644099318,0.1128,Tier 3 - Healthy,23.86,0.0,0.0,0.0,23.86
A100875,74,1091.07,23.82,370.72,720.35,0.6602234503744032,0.02183177981247766,Mid-Market,Electronics,Ground,0.3556756290308358,40,114.93098077607917,-0.3302740488272538,0.0666,Tier 3 - Healthy,23.82,0.0,0.0,0.0,23.82
A100310,63,359.86,17.62,219.85,140.01,0.38906797087756345,0.048963485800033346,SME,Health/Beauty,Ground,0.4369270109070171,34,150.4289541224684,-0.4638032662197066,0.3267,Tier 1 - Act Now,17.62,3.23,-1.5,6.07,23.69
A100296,66,993.18,23.65,270.68,722.5,0.7274612859703176,0.02381240057190036,Enterprise,Apparel/Soft Goods,Ground Economy,0.05,16,195.37531038538265,-0.2137712928384756,0.0379,Tier 3 - Healthy,23.65,0.0,0.0,0.0,23.65
A100294,85,2643.39,23.36,705.05,1938.34,0.7332781012260772,0.008837137160994027,Mid-Market,Industrial/B2B,Express,0.4256385586030883,27,119.87468589698716,-0.3254797386261474,0.0141,Tier 3 - Healthy,23.36,0.0,0.0,0.0,23.36
A100785,49,439.08,19.689999999999998,243.4,195.68,0.44565910540220466,0.044843764234308095,SME,Apparel/Soft Goods,Ground,0.6014447453266162,23,255.57444488825595,-0.6326676394480955,0.2748,Tier 1 - Act Now,19.689999999999998,2.37,-1.5,3.67,23.36
A100707,58,520.0,23.29,230.42,289.58,0.5568846153846153,0.044788461538461534,Mid-Market,Apparel/Soft Goods,Express,0.3456634381081529,3,161.49701306158167,-0.3478341454476092,0.1858,Tier 2 - Monitor,23.29,0.0,0.0,0.0,23.29
A100202,64,323.02,18.47,218.11,104.91,0.3247786514766888,0.057179122035787254,SME,Health/Beauty,Express,0.4296064233057181,30,141.99621920466433,-0.4973174642938957,0.3912,Tier 1 - Act Now,18.47,3.02,-1.5,4.75,23.22
A100212,67,950.22,23.16,354.75,595.47,0.626665403801225,0.024373303024562733,SME,Electronics,Ground Economy,0.4630919018824352,5,137.7538435439474,-0.5895836914042553,0.0975,Tier 3 - Healthy,23.16,0.0,0.0,0.0,23.16
A100672,71,1134.31,23.11,376.04,758.27,0.6684856873341503,0.020373619204626603,Enterprise,Electronics,Ground,0.3847613977219561,3,141.4249177375329,-0.2147852994513542,0.0576,Tier 3 - Healthy,23.11,0.0,0.0,0.0,23.11
A100459,74,511.58,11.74,295.67,215.91,0.42204542789006605,0.02294851245162047,Mid-Market,Apparel/Soft Goods,Ground,0.52132464547946,16,157.16830530027227,-0.397953135367652,0.2589,Tier 1 - Act Now,11.74,3.77,-1.5,11.32,23.060000000000002
A100131,57,341.46,7.55,203.74,137.72,0.4033268904117613,0.022110935395068237,Enterprise,Health/Beauty,Ground,0.4167725386779474,26,154.0810300753915,-0.2457707420776032,0.2725,Tier 1 - Act Now,7.55,6.1,-1.5,15.41,22.96
A100436,56,627.29,22.68,222.07999999999998,405.21,0.6459691689649125,0.03615552615217842,SME,Apparel/Soft Goods,Ground Economy,0.234282359622257,36,177.2329807948972,-0.6384840025885911,0.1008,Tier 3 - Healthy,22.68,0.0,0.0,0.0,22.68
A100545,71,1002.27,22.4,350.88,651.39,0.6499146936454249,0.022349267163538765,SME,Electronics,Ground Economy,0.3890091415175395,26,142.44787796809572,-0.6090318892655799,0.0756,Tier 3 - Healthy,22.4,0.0,0.0,0.0,22.4
A100634,63,818.61,22.24,279.15,539.46,0.6589951258841207,0.0271680042999719,SME,Apparel/Soft Goods,Ground,0.2822807125210929,15,184.82460223229705,-0.4988538227288398,0.076,Tier 3 - Healthy,22.24,0.0,0.0,0.0,22.24
A100862,69,573.51,21.81,283.15,290.36,0.506285853777615,0.03802897944238112,Mid-Market,Apparel/Soft Goods,Ground Economy,0.4522135894078477,27,172.09497057264946,-0.4445420087251986,0.2155,Tier 2 - Monitor,21.81,0.0,0.0,0.0,21.81
A100664,78,426.86,14.18,268.12,158.74,0.37187836761467463,0.033219322494494684,SME,Health/Beauty,Ground Economy,0.4175989949815841,2,139.52163848804227,-0.4506686046085251,0.3154,Tier 1 - Act Now,14.18,3.33,-1.5,7.59,21.77
A100152,64,664.08,21.759999999999998,261.98,402.1,0.6054993374292253,0.03276713648957957,SME,Apparel/Soft Goods,Ground,0.3091463367314843,2,181.02552710419872,-0.6176994418373066,0.1278,Tier 3 - Healthy,21.759999999999998,0.0,0.0,0.0,21.759999999999998
A100254,67,1201.1,21.61,335.64,865.46,0.7205561568562152,0.01799184081258846,SME,Electronics,Ground Economy,0.2536826249363235,36,150.40759019349068,-0.4372131045671758,0.0286,Tier 3 - Healthy,21.61,0.0,0.0,0.0,21.61
A100458,82,643.75,21.35,291.51,352.24,0.547168932038835,0.033165048543689325,Mid-Market,Health/Beauty,Ground Economy,0.2543513893181276,39,160.61536635051704,-0.4308652823471527,0.175,Tier 2 - Monitor,21.35,0.0,0.0,0.0,21.35
A100825,60,666.72,21.21,261.79,404.93,0.607346412287017,0.031812455003599714,SME,Apparel/Soft Goods,Ground,0.369145258993959,17,192.53884984570627,-0.4679179083851528,0.1248,Tier 3 - Healthy,21.21,0.0,0.0,0.0,21.21
A100788,75,1230.61,21.16,396.29,834.32,0.6779727127197082,0.01719472456749092,Mid-Market,Electronics,Ground,0.3725095973972597,34,142.89067799367388,-0.3693882494281452,0.045,Tier 3 - Healthy,21.16,0.0,0.0,0.0,21.16
A100054,77,3067.65,21.13,663.2,2404.45,0.783808452724398,0.0068880087363291116,Mid-Market,Industrial/B2B,Ground,0.2834283214353791,32,99.6382298224642,-0.4105691816358715,0.011,Tier 3 - Healthy,21.13,0.0,0.0,0.0,21.13
A100782,68,654.42,21.04,269.18,385.24,0.5886739402829987,0.03215060664405122,SME,Health/Beauty,Ground Economy,0.3084665005192664,18,212.0083215017106,-0.5701499438165223,0.1402,Tier 3 - Healthy,21.04,0.0,0.0,0.0,21.04
A100084,64,596.75,21.0,253.83,342.92,0.5746459991621282,0.03519061583577713,SME,Apparel/Soft Goods,Ground Economy,0.3379646680780053,11,186.2461859652585,-0.5097310260345654,0.1563,Tier 3 - Healthy,21.0,0.0,0.0,0.0,21.0
A100091,79,606.32,20.79,273.33,332.99,0.5491984430663676,0.034288824383164,Mid-Market,Health/Beauty,Ground,0.2030389997521172,16,134.46623147067925,-0.3698481023912809,0.1752,Tier 2 - Monitor,20.79,0.0,0.0,0.0,20.79
A100186,80,553.16,20.62,280.08,273.08,0.493672716754646,0.03727673729119966,SME,Health/Beauty,Ground Economy,0.3083733354689634,16,147.66459124389166,-0.5795435480443853,0.2244,Tier 2 - Monitor,20.62,0.0,0.0,0.0,20.62
A100297,62,620.34,20.400000000000002,225.49,394.85,0.6365057871489829,0.03288519199148854,Mid-Market,Health/Beauty,Ground,0.1433038101869945,40,159.30783596462717,-0.5005909003135628,0.1031,Tier 3 - Healthy,20.400000000000002,0.0,0.0,0.0,20.400000000000002
A100328,70,3015.45,20.34,601.69,2413.7599999999998,0.8004642756470841,0.006745261901208775,Mid-Market,Industrial/B2B,Ground Economy,0.2518385447469566,22,123.88503924820692,-0.3229700360030286,0.0107,Tier 3 - Healthy,20.34,0.0,0.0,0.0,20.34
A100520,74,529.09,20.3,252.10999999999999,276.98,0.5235026177020923,0.03836776351849402,Mid-Market,Health/Beauty,Ground Economy,0.2501778540267427,37,127.3945855593422,-0.4477351826864594,0.2023,Tier 2 - Monitor,20.3,0.0,0.0,0.0,20.3
A100771,54,1206.04,20.2,281.26,924.78,0.7667904878776823,0.016749029882922623,SME,Electronics,Ground,0.1004816253477791,7,138.71418384772414,-0.5824568039273932,0.0267,Tier 3 - Healthy,20.2,0.0,0.0,0.0,20.2
A100560,74,541.79,20.16,259.16,282.63,0.5216596836412632,0.03720998911017184,SME,Health/Beauty,Ground,0.2781731609636191,10,157.40204442051115,-0.5899053649727024,0.2019,Tier 2 - Monitor,20.16,0.0,0.0,0.0,20.16
A100790,66,422.48,15.61,236.76,185.72,0.439594773717099,0.03694849460329483,SME,Health/Beauty,Ground,0.3992507411672606,40,180.3420531166627,-0.5931375725207024,0.2671,Tier 1 - Act Now,15.61,2.53,-1.5,4.19,19.8
A100128,51,299.65999999999997,16.19,188.29,111.37,0.371654541814056,0.054027898284722695,SME,Health/Beauty,Ground Economy,0.4952647554550939,16,172.1670662460794,-0.5850364673894748,0.3487,Tier 1 - Act Now,16.19,2.56,-1.5,3.07,19.26
A100827,60,1750.41,19.18,498.48,1251.93,0.7152210053644574,0.01095743283002268,SME,Industrial/B2B,Ground Economy,0.4562458244000212,13,122.02700096343352,-0.6335571306786183,0.0174,Tier 3 - Healthy,19.18,0.0,0.0,0.0,19.18
A100675,58,551.0,19.15,248.8,302.2,0.5484573502722323,0.03475499092558983,SME,Apparel/Soft Goods,Ground Economy,0.4287454620148465,13,215.49963717793477,-0.535733018190706,0.1765,Tier 2 - Monitor,19.15,0.0,0.0,0.0,19.15
A100158,57,1037.48,18.87,304.01,733.47,0.7069726645332922,0.01818830242510699,Mid-Market,Electronics,Ground,0.2942478801090208,18,124.35580292090476,-0.3360437225603031,0.0289,Tier 3 - Healthy,18.87,0.0,0.0,0.0,18.87
A100556,72,688.53,18.69,304.45,384.08,0.5578260932711719,0.02714478671953292,SME,Apparel/Soft Goods,Ground,0.4258552816141815,31,223.8475374257075,-0.4943415219999583,0.1569,Tier 3 - Healthy,18.69,0.0,0.0,0.0,18.69
A100840,64,660.91,18.66,261.33,399.58,0.6045906401779365,0.02823379885309649,SME,Apparel/Soft Goods,Ground,0.3218394215571319,28,157.9077692900139,-0.5889772086843124,0.1213,Tier 3 - Healthy,18.66,0.0,0.0,0.0,18.66
A100486,58,349.89,16.59,201.45,148.44,0.4242476206807854,0.04741490182628826,SME,Health/Beauty,Express,0.3756616665677554,12,153.57014591175528,-0.7145665795187519,0.2961,Tier 1 - Act Now,16.59,2.1,-1.5,1.99,18.58
A100402,76,522.86,18.53,267.52,255.34,0.4883525226638106,0.035439697050835786,Mid-Market,Health/Beauty,Express,0.3080971493399875,23,147.876005832361,-0.4018236547161738,0.2257,Tier 2 - Monitor,18.53,0.0,0.0,0.0,18.53
A100762,73,365.89,10.370000000000001,240.94,124.95,0.34149607805624643,0.028341851376096645,SME,Health/Beauty,Ground,0.4024937889614103,13,137.1786877773625,-0.3964353451942657,0.3319,Tier 1 - Act Now,10.370000000000001,3.78,-1.5,8.15,18.520000000000003
A100550,53,2019.18,18.47,402.48,1616.7,0.8006715597420735,0.009147277607741755,SME,Industrial/B2B,Ground Economy,0.1837949169147348,36,113.18992924562416,-0.7387146250538846,0.0146,Tier 3 - Healthy,18.47,0.0,0.0,0.0,18.47
A100191,54,1224.27,18.43,309.26,915.01,0.7473923235887509,0.01505386883612275,SME,Electronics,Ground,0.2284774278846676,39,142.92880544093714,-0.5105513937274173,0.024,Tier 3 - Healthy,18.43,0.0,0.0,0.0,18.43
A100005,65,301.93,3.77,218.59,83.34,0.2760242440300732,0.01248633789288908,Enterprise,Health/Beauty,Ground,0.4647058696031102,23,119.69087197883417,-0.2345648368534883,0.359,Tier 1 - Act Now,3.77,6.39,-1.5,14.49,18.26
A100548,83,1357.51,18.07,399.86,957.65,0.7054460003977872,0.013311135829570317,Mid-Market,Electronics,Ground Economy,0.247676431405916,2,124.07615680968232,-0.3856381822894973,0.0212,Tier 3 - Healthy,18.07,0.0,0.0,0.0,18.07
A100768,67,442.5,11.040000000000001,253.67000000000002,188.83,0.4267344632768362,0.024949152542372885,SME,Apparel/Soft Goods,Ground,0.4871121228563247,33,163.4961664207738,-0.4802076613017194,0.2583,Tier 1 - Act Now,11.040000000000001,3.12,-1.5,6.98,18.020000000000003
A100632,59,1153.74,17.93,325.42,828.32,0.7179433841246728,0.015540763083537018,SME,Electronics,Ground,0.2873756318376171,33,163.0053166055946,-0.551019793382184,0.0247,Tier 3 - Healthy,17.93,0.0,0.0,0.0,17.93
A100822,61,501.67,17.87,214.32,287.35,0.57278689178145,0.03562102577391513,SME,Health/Beauty,Ground Economy,0.1787358977398778,34,153.67544393332028,-0.6444289504532589,0.1585,Tier 3 - Healthy,17.87,0.0,0.0,0.0,17.87
A100233,78,573.75,17.779999999999998,269.59,304.16,0.5301263616557734,0.030989106753812633,SME,Health/Beauty,Ground,0.2126384270862433,19,153.95768327102655,-0.5508724544561487,0.1852,Tier 2 - Monitor,17.779999999999998,0.0,0.0,0.0,17.779999999999998
A100863,79,587.99,17.53,292.7,295.29,0.5022024184084763,0.029813432201227914,SME,Apparel/Soft Goods,Ground Economy,0.3835843338265932,34,151.9359885481094,-0.5981408200762508,0.2057,Tier 2 - Monitor,17.53,0.0,0.0,0.0,17.53
A100739,75,584.77,17.48,263.03,321.74,0.5501992236263831,0.02989209432768439,SME,Health/Beauty,Ground,0.2234987275220489,4,147.24199388301747,-0.5526048650882142,0.1674,Tier 2 - Monitor,17.48,0.0,0.0,0.0,17.48
A100465,70,1129.73,17.48,344.87,784.86,0.6947323696812513,0.015472723571118762,Mid-Market,Electronics,Ground Economy,0.3129284408275537,10,122.18823239131048,-0.3754172915473652,0.0288,Tier 3 - Healthy,17.48,0.0,0.0,0.0,17.48
A100199,83,540.02,12.55,302.38,237.64,0.44005777563793935,0.023239880004444283,SME,Apparel/Soft Goods,Ground,0.4396339485370247,35,130.62370493959037,-0.6199477591697603,0.2449,Tier 1 - Act Now,12.55,2.42,-1.5,4.77,17.32
A100029,67,376.6,7.029999999999999,221.35999999999999,155.24,0.4122145512480085,0.018667020711630376,Mid-Market,Health/Beauty,Ground,0.3180098329093415,9,118.88191665327273,-0.3507592992957856,0.2599,Tier 1 - Act Now,7.029999999999999,4.28,-1.5,10.21,17.240000000000002
A100872,58,943.5600000000001,17.22,264.91,678.65,0.7192441392174318,0.018250031794480474,Enterprise,Electronics,Ground Economy,0.1806164847965374,18,115.6543011085134,-0.230714494556552,0.029,Tier 3 - Healthy,17.22,0.0,0.0,0.0,17.22
A100456,59,1078.26,17.19,291.39,786.87,0.7297590562573034,0.015942351566412556,Enterprise,Electronics,Express,0.2066228974580271,21,138.3140630531426,-0.1850149213792572,0.0254,Tier 3 - Healthy,17.19,0.0,0.0,0.0,17.19
A100635,69,1156.99,17.18,313.18,843.81,0.7293148601111504,0.014848875098315456,SME,Electronics,Express,0.1283184128234923,3,108.10235458559004,-0.5163971995337251,0.0236,Tier 3 - Healthy,17.18,0.0,0.0,0.0,17.18
A100056,66,385.67,11.399999999999999,231.57,154.1,0.3995643944304716,0.029558949360852536,SME,Health/Beauty,Ground Economy,0.4154348329091697,39,144.07389213676475,-0.4948677245623129,0.2874,Tier 1 - Act Now,11.399999999999999,3.03,-1.5,5.73,17.13
A100687,54,893.61,17.12,289.35,604.26,0.6762010272937858,0.019158245767169124,Enterprise,Electronics,Ground,0.3785247531358856,21,148.17353086546632,-0.2642568151854824,0.0495,Tier 3 - Healthy,17.12,0.0,0.0,0.0,17.12
A100350,64,432.8,11.4,239.03,193.77,0.44771256931608133,0.02634011090573013,SME,Apparel/Soft Goods,Ground,0.4583720361192999,27,143.0484571087876,-0.5242807975153745,0.2437,Tier 1 - Act Now,11.4,2.86,-1.5,5.7,17.1
A100843,64,1881.9,17.07,509.76,1372.14,0.7291248206599713,0.009070620117965885,SME,Industrial/B2B,Express,0.4174751815086581,20,113.80952498503842,-0.5513819334984187,0.0144,Tier 3 - Healthy,17.07,0.0,0.0,0.0,17.07
A100824,48,900.54,16.87,239.81,660.73,0.7337042219112977,0.018733204521731408,Mid-Market,Electronics,Ground,0.1818836068509226,3,141.0383208956049,-0.3811575563739431,0.0298,Tier 3 - Healthy,16.87,0.0,0.0,0.0,16.87
A100220,75,570.1,16.81,262.43,307.67,0.5396772496053324,0.02948605507805648,SME,Health/Beauty,Ground,0.2310209673702802,28,148.02093830685848,-0.4656778022069225,0.1752,Tier 2 - Monitor,16.81,0.0,0.0,0.0,16.81
A100078,65,1063.34,16.6,331.46,731.88,0.6882840859931914,0.015611187390674668,SME,Electronics,Ground,0.3361919367285068,20,135.41074598880095,-0.3746866646955012,0.0342,Tier 3 - Healthy,16.6,0.0,0.0,0.0,16.6
A100685,68,2172.02,16.54,570.89,1601.13,0.7371617204261471,0.007615031169142089,SME,Industrial/B2B,Ground Economy,0.4110101494939771,4,130.8354808129591,-0.4862114028604627,0.0121,Tier 3 - Healthy,16.54,0.0,0.0,0.0,16.54
A100092,65,485.75,16.52,220.84,264.90999999999997,0.5453628409675758,0.03400926402470406,SME,Health/Beauty,Ground,0.1898065429836495,5,136.03559061221864,-0.4333855406445247,0.1778,Tier 2 - Monitor,16.52,0.0,0.0,0.0,16.52
A100253,69,639.85,16.5,268.38,371.47,0.5805579432679534,0.02578729389700711,SME,Apparel/Soft Goods,Ground,0.3105984825914844,9,173.6743382752607,-0.5510769488682239,0.1366,Tier 3 - Healthy,16.5,0.0,0.0,0.0,16.5
A100318,60,349.67,10.28,201.18,148.49,0.4246575342465754,0.029399147767895442,SME,Health/Beauty,Ground Economy,0.3313799565340296,12,123.3806580564336,-0.4533299359696296,0.2671,Tier 1 - Act Now,10.28,3.31,-1.5,6.15,16.43
A100613,78,657.83,16.39,272.13,385.7,0.5863216940546949,0.02491525166076342,Enterprise,Health/Beauty,Ground,0.1794835639323039,38,146.04980211858043,-0.2131548681890052,0.1306,Tier 3 - Healthy,16.39,0.0,0.0,0.0,16.39
A100492,76,915.35,16.04,314.25,601.1,0.6566886983121211,0.017523351723384498,Mid-Market,Apparel/Soft Goods,Ground,0.2530318571927797,28,181.6417191448474,-0.3975051766671981,0.0625,Tier 3 - Healthy,16.04,0.0,0.0,0.0,16.04
A100553,68,2322.17,15.75,547.5,1774.67,0.7642291477368152,0.006782449174694359,Enterprise,Industrial/B2B,Ground,0.3286253836225006,8,119.06655482512308,-0.1841443441342683,0.0108,Tier 3 - Healthy,15.75,0.0,0.0,0.0,15.75
A100574,57,1060.19,15.69,284.2,775.99,0.731934841867967,0.014799234099548192,Mid-Market,Electronics,Ground Economy,0.2174820805555824,7,127.7404172619032,-0.3213126520915676,0.0236,Tier 3 - Healthy,15.69,0.0,0.0,0.0,15.69
A100661,73,1208.33,15.66,383.83,824.5,0.6823467099219584,0.012960035751822764,Mid-Market,Electronics,Ground,0.3750253743033699,30,152.82173307307838,-0.3875564734640522,0.0347,Tier 3 - Healthy,15.66,0.0,0.0,0.0,15.66
A100711,74,582.25,15.58,274.68,307.57,0.5282438814942035,0.026758265349935594,Mid-Market,Health/Beauty,Ground,0.3264943087550743,21,167.90041399317104,-0.3837489854856967,0.18,Tier 2 - Monitor,15.58,0.0,0.0,0.0,15.58
A100034,63,437.89,15.48,220.98,216.91,0.495352714151956,0.03535134394482633,SME,Health/Beauty,Ground Economy,0.3685198231477707,27,183.4153130609003,-0.4602146070729879,0.22,Tier 2 - Monitor,15.48,0.0,0.0,0.0,15.48
A100899,50,719.24,15.379999999999999,256.93,462.31,0.6427757076914521,0.021383682776263832,SME,Electronics,Express,0.4063092453610908,18,131.29669909014228,-0.6581104338186002,0.0798,Tier 3 - Healthy,15.379999999999999,0.0,0.0,0.0,15.379999999999999
A100509,81,415.73,8.61,285.52,130.21,0.3132080917903447,0.020710557332884322,SME,Health/Beauty,Express,0.4976719847117621,40,150.7764327157696,-0.4732252067381152,0.3424,Tier 1 - Act Now,8.61,3.17,-1.5,6.74,15.35
A100564,66,355.13,6.76,227.05,128.07999999999998,0.3606566609410638,0.01903528285416608,Mid-Market,Health/Beauty,Ground,0.4304495025205568,21,115.63680326661594,-0.3769813561712073,0.3018,Tier 1 - Act Now,6.76,3.98,-1.5,8.59,15.35
A100407,58,337.15999999999997,5.02,197.27,139.89000000000001,0.4149068691422471,0.014889073436943885,Mid-Market,Health/Beauty,Ground,0.368530328306314,12,132.85975202257103,-0.3261412917966712,0.2518,Tier 1 - Act Now,5.02,4.6,-1.5,10.22,15.24
A100110,74,434.86,11.17,254.89,179.97,0.41385733339465575,0.02568642781584878,SME,Health/Beauty,Ground Economy,0.3949765553658123,13,159.01701915274973,-0.6182483437190914,0.2698,Tier 1 - Act Now,11.17,2.43,-1.5,3.87,15.04
A100159,78,380.56,1.0499999999999998,250.31,130.25,0.34225877653983605,0.0027590918646205587,Mid-Market,Health/Beauty,Ground,0.3773362470172945,24,114.5694113975556,-0.2858700955518926,0.2906,Tier 1 - Act Now,1.0499999999999998,5.25,-1.5,13.96,15.010000000000002
A100267,73,907.51,14.809999999999999,354.28,553.23,0.6096131172108297,0.01631937940077795,SME,Electronics,Express,0.4342589222790115,11,124.65142593503698,-0.6807840501702862,0.0983,Tier 3 - Healthy,14.809999999999999,0.0,0.0,0.0,14.809999999999999
A100130,66,876.9,14.68,317.13,559.77,0.6383510092370852,0.016740791424335728,SME,Electronics,Ground,0.3969895981274765,25,120.64440980193538,-0.5749183952957768,0.076,Tier 3 - Healthy,14.68,0.0,0.0,0.0,14.68
A100558,79,2906.39,14.64,650.11,2256.28,0.776317011825667,0.0050371767037458845,SME,Industrial/B2B,Express,0.299355424158946,32,94.8715755774472,-0.5437135875556162,0.008,Tier 3 - Healthy,14.64,0.0,0.0,0.0,14.64
A100578,63,803.97,14.59,313.52,490.45,0.6100352003184198,0.018147443312561413,Mid-Market,Electronics,Ground Economy,0.44082628254805,34,129.98753023116691,-0.4526516679267363,0.1009,Tier 3 - Healthy,14.59,0.0,0.0,0.0,14.59
A100772,70,565.39,14.55,242.31,323.08,0.5714285714285714,0.02573444878756257,SME,Health/Beauty,Ground,0.117755294395652,10,146.3081469883997,-0.4320041041325047,0.1438,Tier 3 - Healthy,14.55,0.0,0.0,0.0,14.55
A100887,72,416.34,8.72,242.22,174.12,0.41821588125090076,0.020944420425613685,SME,Health/Beauty,Ground,0.3584723314585234,12,117.334105962859,-0.5098129456421958,0.2588,Tier 1 - Act Now,8.72,2.94,-1.5,5.82,14.540000000000001
A100649,61,701.72,14.530000000000001,249.95,451.77,0.6438037963860229,0.020706264606965744,SME,Apparel/Soft Goods,Ground,0.2793866354529014,4,183.60604805858384,-0.5312165955921693,0.0779,Tier 3 - Healthy,14.530000000000001,0.0,0.0,0.0,14.530000000000001
A100020,69,552.46,14.469999999999999,259.01,293.45,0.5311696774427107,0.026191941498027,Mid-Market,Apparel/Soft Goods,Express,0.3649815326556534,32,162.62506108335285,-0.3545962653049671,0.1767,Tier 2 - Monitor,14.469999999999999,0.0,0.0,0.0,14.469999999999999
